record_type,path,parent_path,sweep_id,filigree_task,risk_rating,priority,loc,tracked_files,max_child_risk,risk_factors
file,src/elspeth/plugins/infrastructure/clients/retrieval/__init__.py,src/elspeth/plugins/infrastructure/clients/retrieval,S-PLUGINS-INFRA,elspeth-66f5b70e17,3,P2,19,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/plugins/infrastructure/clients/retrieval/azure_search.py,src/elspeth/plugins/infrastructure/clients/retrieval,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,412,,,chunk:S-PLUGINS-INFRA; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/clients/retrieval/base.py,src/elspeth/plugins/infrastructure/clients/retrieval,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,77,,,chunk:S-PLUGINS-INFRA; high-risk role/name; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/clients/retrieval/chroma.py,src/elspeth/plugins/infrastructure/clients/retrieval,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,396,,,chunk:S-PLUGINS-INFRA; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/clients/retrieval/connection.py,src/elspeth/plugins/infrastructure/clients/retrieval,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,77,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/clients/retrieval/types.py,src/elspeth/plugins/infrastructure/clients/retrieval,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,50,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/clients/verifier.py,src/elspeth/plugins/infrastructure/clients,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,566,,,chunk:S-PLUGINS-INFRA; medium-large-file>=500loc; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/config_base.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,577,,,chunk:S-PLUGINS-INFRA; medium-large-file>=500loc; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/discovery.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,358,,,chunk:S-PLUGINS-INFRA; high-risk role/name; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/infrastructure/display_headers.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,272,,,chunk:S-PLUGINS-INFRA; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/infrastructure/hookspecs.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,72,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/infrastructure/manager.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,321,,,chunk:S-PLUGINS-INFRA; high-risk role/name; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/infrastructure/output_paths.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,78,,,chunk:S-PLUGINS-INFRA
folder,src/elspeth/plugins/infrastructure/pooling/,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,1082,5,5,rollup:S-PLUGINS-INFRA; files:5; max_child_risk:5; avg_child_risk:4.20; boundary/audit/config vocabulary=4; tiny/package glue=1; high-risk role/name=1; medium-large-file>=500loc=1
file,src/elspeth/plugins/infrastructure/pooling/__init__.py,src/elspeth/plugins/infrastructure/pooling,S-PLUGINS-INFRA,elspeth-66f5b70e17,3,P2,18,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/plugins/infrastructure/pooling/config.py,src/elspeth/plugins/infrastructure/pooling,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,70,,,chunk:S-PLUGINS-INFRA; high-risk role/name; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/pooling/executor.py,src/elspeth/plugins/infrastructure/pooling,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,658,,,chunk:S-PLUGINS-INFRA; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/infrastructure/pooling/reorder_buffer.py,src/elspeth/plugins/infrastructure/pooling,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,163,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/pooling/throttle.py,src/elspeth/plugins/infrastructure/pooling,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,173,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/preflight.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,23,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/probe_factory.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,107,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/results.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,21,,,chunk:S-PLUGINS-INFRA; boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/schema_factory.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,203,,,chunk:S-PLUGINS-INFRA; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/infrastructure/sentinels.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,68,,,chunk:S-PLUGINS-INFRA
file,src/elspeth/plugins/infrastructure/telemetry.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,29,,,chunk:S-PLUGINS-INFRA
file,src/elspeth/plugins/infrastructure/templates.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,33,,,chunk:S-PLUGINS-INFRA
file,src/elspeth/plugins/infrastructure/url_validation.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,21,,,chunk:S-PLUGINS-INFRA
file,src/elspeth/plugins/infrastructure/utils.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,4,P1,61,,,chunk:S-PLUGINS-INFRA
file,src/elspeth/plugins/infrastructure/validation.py,src/elspeth/plugins/infrastructure,S-PLUGINS-INFRA,elspeth-66f5b70e17,5,P1,304,,,chunk:S-PLUGINS-INFRA; high-risk role/name; dense boundary/audit/config vocabulary
folder,src/elspeth/plugins/sinks/,src/elspeth/plugins,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,3694,7,5,rollup:S-PLUGINS-IO; files:7; max_child_risk:5; avg_child_risk:4.71; medium-large-file>=500loc=6; dense boundary/audit/config vocabulary=6; dynamic/exception escape hatch=6; tiny/package glue=1
file,src/elspeth/plugins/sinks/__init__.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,3,P2,9,,,chunk:S-PLUGINS-IO; tiny/package glue
file,src/elspeth/plugins/sinks/azure_blob_sink.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,740,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sinks/chroma_sink.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,592,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sinks/csv_sink.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,642,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sinks/database_sink.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,637,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sinks/dataverse.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,555,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sinks/json_sink.py,src/elspeth/plugins/sinks,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,519,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
folder,src/elspeth/plugins/sources/,src/elspeth/plugins,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,3723,8,5,rollup:S-PLUGINS-IO; files:8; max_child_risk:5; avg_child_risk:4.62; dense boundary/audit/config vocabulary=6; dynamic/exception escape hatch=3; medium-large-file>=500loc=3; tiny/package glue=1
file,src/elspeth/plugins/sources/__init__.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,3,P2,9,,,chunk:S-PLUGINS-IO; tiny/package glue
file,src/elspeth/plugins/sources/azure_blob_source.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,1059,,,chunk:S-PLUGINS-IO; large-file>=1000loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sources/csv_source.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,605,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sources/dataverse.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,733,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/sources/field_normalization.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,4,P1,271,,,chunk:S-PLUGINS-IO; boundary/audit/config vocabulary
file,src/elspeth/plugins/sources/json_source.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,649,,,chunk:S-PLUGINS-IO; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/sources/null_source.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,108,,,chunk:S-PLUGINS-IO; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/sources/text_source.py,src/elspeth/plugins/sources,S-PLUGINS-IO,elspeth-b8507e2f04,5,P1,289,,,chunk:S-PLUGINS-IO; dense boundary/audit/config vocabulary
folder,src/elspeth/plugins/transforms/,src/elspeth/plugins,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,15734,52,5,rollup:S-PLUGINS-EXTERNAL-TRANSFORMS; files:52; max_child_risk:5; avg_child_risk:4.52; dense boundary/audit/config vocabulary=37; dynamic/exception escape hatch=19; boundary/audit/config vocabulary=8; high-risk role/name=7
file,src/elspeth/plugins/transforms/AGENTS.md,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,3,P2,56,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/__init__.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,2,P3,18,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; tiny/package glue
file,src/elspeth/plugins/transforms/_scalar_buckets.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,3,P2,28,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS
folder,src/elspeth/plugins/transforms/azure/,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,1188,5,5,rollup:S-PLUGINS-EXTERNAL-TRANSFORMS; files:5; max_child_risk:5; avg_child_risk:4.20; dense boundary/audit/config vocabulary=3; tiny/package glue=2; high-risk role/name=1; medium-large-file>=500loc=1
file,src/elspeth/plugins/transforms/azure/__init__.py,src/elspeth/plugins/transforms/azure,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,3,P2,9,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; tiny/package glue
file,src/elspeth/plugins/transforms/azure/base.py,src/elspeth/plugins/transforms/azure,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,515,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/azure/content_safety.py,src/elspeth/plugins/transforms/azure,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,348,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/azure/errors.py,src/elspeth/plugins/transforms/azure,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,3,P2,10,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; tiny/package glue
file,src/elspeth/plugins/transforms/azure/prompt_shield.py,src/elspeth/plugins/transforms/azure,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,306,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/batch_classifier_metrics.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,459,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_data_quality_report.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,306,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_distribution_profile.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,416,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_drift_compare.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,503,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_effect_size.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,478,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_experiment_compare.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,467,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_outlier_annotator.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,514,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_paired_preference.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,449,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_replicate.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,360,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_stats.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,427,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_threshold_summary.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,324,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/batch_top_k.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,285,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/field_mapper.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,346,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/json_explode.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,464,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/keyword_filter.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,349,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/line_explode.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,317,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
folder,src/elspeth/plugins/transforms/llm/,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,4606,13,5,rollup:S-PLUGINS-EXTERNAL-TRANSFORMS; files:13; max_child_risk:5; avg_child_risk:4.69; dense boundary/audit/config vocabulary=10; high-risk role/name=4; dynamic/exception escape hatch=4; boundary/audit/config vocabulary=3
file,src/elspeth/plugins/transforms/llm/__init__.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,3,P2,376,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/plugins/transforms/llm/base.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,229,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/llm/langfuse.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,277,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/llm/model_catalog.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,102,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/llm/multi_query.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,269,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/llm/provider.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,148,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; dense boundary/audit/config vocabulary
folder,src/elspeth/plugins/transforms/llm/providers/,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,956,3,5,rollup:S-PLUGINS-EXTERNAL-TRANSFORMS; files:3; max_child_risk:5; avg_child_risk:4.33; dense boundary/audit/config vocabulary=2; boundary/audit/config vocabulary=1; tiny/package glue=1; medium-large-file>=500loc=1
file,src/elspeth/plugins/transforms/llm/providers/__init__.py,src/elspeth/plugins/transforms/llm/providers,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,3,P2,6,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/plugins/transforms/llm/providers/azure.py,src/elspeth/plugins/transforms/llm/providers,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,374,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/llm/providers/openrouter.py,src/elspeth/plugins/transforms/llm/providers,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,576,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/llm/templates.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,259,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/llm/tracing.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,183,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/llm/transform.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,1631,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; large-file>=1000loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/llm/validation.py,src/elspeth/plugins/transforms/llm,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,176,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/passthrough.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,102,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
folder,src/elspeth/plugins/transforms/rag/,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,956,5,5,rollup:S-PLUGINS-EXTERNAL-TRANSFORMS; files:5; max_child_risk:5; avg_child_risk:4.60; high-risk role/name=2; dense boundary/audit/config vocabulary=2; dynamic/exception escape hatch=2; tiny/package glue=1
file,src/elspeth/plugins/transforms/rag/__init__.py,src/elspeth/plugins/transforms/rag,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,3,P2,5,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; tiny/package glue
file,src/elspeth/plugins/transforms/rag/config.py,src/elspeth/plugins/transforms/rag,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,143,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/rag/formatter.py,src/elspeth/plugins/transforms/rag,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,97,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS
file,src/elspeth/plugins/transforms/rag/query.py,src/elspeth/plugins/transforms/rag,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,222,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/rag/transform.py,src/elspeth/plugins/transforms/rag,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,489,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; high-risk role/name; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/report_assemble.py,src/elspeth/plugins/transforms,S-PLUGINS-BATCH-TRANSFORMS,elspeth-7630a3642e,5,P1,273,,,chunk:S-PLUGINS-BATCH-TRANSFORMS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/plugins/transforms/safety_utils.py,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,45,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/truncate.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,263,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/type_coerce.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,493,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/value_transform.py,src/elspeth/plugins/transforms,S-PLUGINS-LOCAL-TRANSFORMS,elspeth-363a699247,4,P1,260,,,chunk:S-PLUGINS-LOCAL-TRANSFORMS; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/web_scrape.py,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,793,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/web_scrape_errors.py,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,76,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/web_scrape_extraction.py,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,72,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS; boundary/audit/config vocabulary
file,src/elspeth/plugins/transforms/web_scrape_fingerprint.py,src/elspeth/plugins/transforms,S-PLUGINS-EXTERNAL-TRANSFORMS,elspeth-bf322e3799,5,P1,41,,,chunk:S-PLUGINS-EXTERNAL-TRANSFORMS
file,src/elspeth/py.typed,src/elspeth,S-ROOT-CLI,elspeth-5b920be58a,2,P3,0,,,chunk:S-ROOT-CLI; tiny/package glue
