record_type,path,parent_path,sweep_id,filigree_task,risk_rating,priority,loc,tracked_files,max_child_risk,risk_factors
folder,src/elspeth/,,S-FRONTEND-COMPONENTS,elspeth-7efbb06f86,5,P1,255471,743,5,rollup:S-FRONTEND-COMPONENTS; files:743; max_child_risk:5; avg_child_risk:4.00; dense boundary/audit/config vocabulary=315; boundary/audit/config vocabulary=301; test/support file under src=146; capped<=3=146
file,src/elspeth/__init__.py,src/elspeth,S-ROOT-CLI,elspeth-5b920be58a,2,P3,16,,,chunk:S-ROOT-CLI; boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/cli.py,src/elspeth,S-ROOT-CLI,elspeth-5b920be58a,5,P1,2368,,,chunk:S-ROOT-CLI; large-file>=1000loc; dense boundary/audit/config vocabulary; many dynamic/exception escape hatches
file,src/elspeth/cli_formatters.py,src/elspeth,S-ROOT-CLI,elspeth-5b920be58a,3,P2,196,,,chunk:S-ROOT-CLI; boundary/audit/config vocabulary
file,src/elspeth/cli_helpers.py,src/elspeth,S-ROOT-CLI,elspeth-5b920be58a,4,P1,446,,,chunk:S-ROOT-CLI; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
folder,src/elspeth/composer_mcp/,src/elspeth,S-MCP-TUI-TELEMETRY,elspeth-6f77e4eec0,5,P1,1485,4,5,rollup:S-MCP-TUI-TELEMETRY; files:4; max_child_risk:5; avg_child_risk:3.75; dynamic/exception escape hatch=3; boundary/audit/config vocabulary=2; high-risk role/name=2; dense boundary/audit/config vocabulary=2
file,src/elspeth/composer_mcp/__init__.py,src/elspeth/composer_mcp,S-MCP-TUI-TELEMETRY,elspeth-6f77e4eec0,2,P3,23,,,chunk:S-MCP-TUI-TELEMETRY; boundary/audit/config vocabulary; dynamic/exception escape hatch; tiny/package glue
file,src/elspeth/composer_mcp/audit.py,src/elspeth/composer_mcp,S-MCP-TUI-TELEMETRY,elspeth-6f77e4eec0,5,P1,255,,,chunk:S-MCP-TUI-TELEMETRY; high-risk role/name; dense boundary/audit/config vocabulary
file,src/elspeth/composer_mcp/server.py,src/elspeth/composer_mcp,S-MCP-TUI-TELEMETRY,elspeth-6f77e4eec0,5,P1,919,,,chunk:S-MCP-TUI-TELEMETRY; high-risk role/name; medium-large-file>=500loc; many load-bearing/debt comments; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/composer_mcp/session.py,src/elspeth/composer_mcp,S-MCP-TUI-TELEMETRY,elspeth-6f77e4eec0,3,P2,288,,,chunk:S-MCP-TUI-TELEMETRY; boundary/audit/config vocabulary; dynamic/exception escape hatch
folder,src/elspeth/contracts/,src/elspeth,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,19736,72,5,rollup:S-CONTRACTS-CORE; files:72; max_child_risk:5; avg_child_risk:4.50; dense boundary/audit/config vocabulary=40; boundary/audit/config vocabulary=32; dynamic/exception escape hatch=13; medium-large-file>=500loc=7
file,src/elspeth/contracts/__init__.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,3,P2,556,,,chunk:S-CONTRACTS-CORE; medium-large-file>=500loc; dense boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/contracts/advisory_locks.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,53,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/aggregation_checkpoint.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,364,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/audit.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,1072,,,chunk:S-CONTRACTS-CORE; high-risk role/name; large-file>=1000loc; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/audit_evidence.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,71,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/audit_protocols.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,202,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/auth.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,11,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/call_data.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,313,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/checkpoint.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,85,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/cli.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,66,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/coalesce_checkpoint.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,275,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/coalesce_enums.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,25,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/coalesce_metadata.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,262,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/composer_audit.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,191,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/composer_interpretation.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,279,,,chunk:S-CONTRACTS-CORE; load-bearing/debt comments; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/composer_llm_audit.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,259,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/composer_slots.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,78,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
folder,src/elspeth/contracts/config/,src/elspeth/contracts,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,5,P1,1233,5,5,rollup:S-CONTRACTS-CONFIG; files:5; max_child_risk:5; avg_child_risk:4.40; dense boundary/audit/config vocabulary=4; tiny/package glue=1; boundary/audit/config vocabulary=1; medium-large-file>=500loc=1
file,src/elspeth/contracts/config/__init__.py,src/elspeth/contracts/config,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,3,P2,112,,,chunk:S-CONTRACTS-CONFIG; dense boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/contracts/config/alignment.py,src/elspeth/contracts/config,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,5,P1,181,,,chunk:S-CONTRACTS-CONFIG; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/config/defaults.py,src/elspeth/contracts/config,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,4,P1,74,,,chunk:S-CONTRACTS-CONFIG; boundary/audit/config vocabulary
file,src/elspeth/contracts/config/protocols.py,src/elspeth/contracts/config,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,5,P1,209,,,chunk:S-CONTRACTS-CONFIG; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/config/runtime.py,src/elspeth/contracts/config,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,5,P1,657,,,chunk:S-CONTRACTS-CONFIG; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/contexts.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,209,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/contract_builder.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,141,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/contract_propagation.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,221,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/contract_records.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,370,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/data.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,385,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/database_url.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,30,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/declaration_contracts.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,1350,,,chunk:S-CONTRACTS-CORE; large-file>=1000loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/discriminated.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,30,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/diversion.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,86,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/engine.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,99,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/enums.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,536,,,chunk:S-CONTRACTS-CORE; medium-large-file>=500loc; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/errors.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,1642,,,chunk:S-CONTRACTS-CORE; large-file>=1000loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/events.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,441,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/export_records.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,286,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/field_collision.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,34,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/freeze.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,171,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/guarantee_propagation.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,59,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/hashing.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,136,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/header_modes.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,128,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/identity.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,75,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/node_state_context.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,300,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/payload_store.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,96,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/pipeline_runner.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,22,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/plugin_assistance.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,93,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/plugin_context.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,499,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/plugin_protocols.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,884,,,chunk:S-CONTRACTS-CORE; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/plugin_roles.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,141,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/plugin_semantics.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,205,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/probes.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,53,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/registry_primitive.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,88,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/reorder_primitives.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,40,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/results.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,672,,,chunk:S-CONTRACTS-CORE; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/routing.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,240,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/run_result.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,233,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/runtime_val_manifest.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,341,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary; many dynamic/exception escape hatches
file,src/elspeth/contracts/schema.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,903,,,chunk:S-CONTRACTS-CORE; high-risk role/name; medium-large-file>=500loc; load-bearing/debt comments; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/schema_contract.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,797,,,chunk:S-CONTRACTS-CORE; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/schema_contract_factory.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,110,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/secret_scrub.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,158,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/secrets.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,217,,,chunk:S-CONTRACTS-CORE; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/security.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,106,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/sink.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,100,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/synthesised_audit.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,33,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/tier_registry.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,230,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/token_usage.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,269,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/transform_contract.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,171,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/contracts/type_normalization.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,207,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/types.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,38,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
file,src/elspeth/contracts/url.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,5,P1,396,,,chunk:S-CONTRACTS-CORE; dense boundary/audit/config vocabulary
file,src/elspeth/contracts/value_source.py,src/elspeth/contracts,S-CONTRACTS-CORE,elspeth-0ed307cc64,4,P1,270,,,chunk:S-CONTRACTS-CORE; boundary/audit/config vocabulary
folder,src/elspeth/core/,src/elspeth,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,22018,51,5,rollup:S-CORE-LANDSCAPE; files:51; max_child_risk:5; avg_child_risk:4.29; dense boundary/audit/config vocabulary=37; dynamic/exception escape hatch=16; boundary/audit/config vocabulary=11; high-risk role/name=9
file,src/elspeth/core/__init__.py,src/elspeth/core,S-CORE-STATE-SECURITY,elspeth-2edc392912,3,P2,100,,,chunk:S-CORE-STATE-SECURITY; dense boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/core/canonical.py,src/elspeth/core,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,4,P1,309,,,chunk:S-CORE-DAG-CONTRACTS; boundary/audit/config vocabulary
folder,src/elspeth/core/checkpoint/,src/elspeth/core,S-CORE-STATE-SECURITY,elspeth-2edc392912,5,P1,1333,5,5,rollup:S-CORE-STATE-SECURITY; files:5; max_child_risk:5; avg_child_risk:4.00; dense boundary/audit/config vocabulary=5; load-bearing/debt comments=3; tiny/package glue=1; high-risk role/name=1
file,src/elspeth/core/checkpoint/__init__.py,src/elspeth/core/checkpoint,S-CORE-STATE-SECURITY,elspeth-2edc392912,3,P2,28,,,chunk:S-CORE-STATE-SECURITY; dense boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/core/checkpoint/compatibility.py,src/elspeth/core/checkpoint,S-CORE-STATE-SECURITY,elspeth-2edc392912,4,P1,116,,,chunk:S-CORE-STATE-SECURITY; dense boundary/audit/config vocabulary
file,src/elspeth/core/checkpoint/manager.py,src/elspeth/core/checkpoint,S-CORE-STATE-SECURITY,elspeth-2edc392912,5,P1,354,,,chunk:S-CORE-STATE-SECURITY; high-risk role/name; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/core/checkpoint/recovery.py,src/elspeth/core/checkpoint,S-CORE-STATE-SECURITY,elspeth-2edc392912,4,P1,591,,,chunk:S-CORE-STATE-SECURITY; medium-large-file>=500loc; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/core/checkpoint/serialization.py,src/elspeth/core/checkpoint,S-CORE-STATE-SECURITY,elspeth-2edc392912,4,P1,244,,,chunk:S-CORE-STATE-SECURITY; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/core/config.py,src/elspeth/core,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,5,P1,2204,,,chunk:S-CONTRACTS-CONFIG; high-risk role/name; large-file>=1000loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
folder,src/elspeth/core/dag/,src/elspeth/core,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,5,P1,3627,5,5,rollup:S-CORE-DAG-CONTRACTS; files:5; max_child_risk:5; avg_child_risk:4.60; dense boundary/audit/config vocabulary=4; large-file>=1000loc=2; dynamic/exception escape hatch=2; tiny/package glue=1
file,src/elspeth/core/dag/__init__.py,src/elspeth/core/dag,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,3,P2,25,,,chunk:S-CORE-DAG-CONTRACTS; tiny/package glue
file,src/elspeth/core/dag/builder.py,src/elspeth/core/dag,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,5,P1,1083,,,chunk:S-CORE-DAG-CONTRACTS; large-file>=1000loc; dense boundary/audit/config vocabulary
file,src/elspeth/core/dag/coalesce_merge.py,src/elspeth/core/dag,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,5,P1,243,,,chunk:S-CORE-DAG-CONTRACTS; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/dag/graph.py,src/elspeth/core/dag,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,5,P1,1979,,,chunk:S-CORE-DAG-CONTRACTS; large-file>=1000loc; load-bearing/debt comments; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/dag/models.py,src/elspeth/core/dag,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,5,P1,297,,,chunk:S-CORE-DAG-CONTRACTS; high-risk role/name; dense boundary/audit/config vocabulary
file,src/elspeth/core/dependency_config.py,src/elspeth/core,S-CONTRACTS-CONFIG,elspeth-ca0bc179f5,4,P1,173,,,chunk:S-CONTRACTS-CONFIG; boundary/audit/config vocabulary
file,src/elspeth/core/events.py,src/elspeth/core,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,4,P1,111,,,chunk:S-CORE-DAG-CONTRACTS
file,src/elspeth/core/expression_parser.py,src/elspeth/core,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,4,P1,820,,,chunk:S-CORE-DAG-CONTRACTS; medium-large-file>=500loc; boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/identifiers.py,src/elspeth/core,S-CORE-DAG-CONTRACTS,elspeth-e5dcce584b,4,P1,33,,,chunk:S-CORE-DAG-CONTRACTS
folder,src/elspeth/core/landscape/,src/elspeth/core,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,10291,20,5,rollup:S-CORE-LANDSCAPE; files:20; max_child_risk:5; avg_child_risk:4.90; dense boundary/audit/config vocabulary=17; high-risk role/name=6; medium-large-file>=500loc=6; dynamic/exception escape hatch=4
file,src/elspeth/core/landscape/__init__.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,3,P2,158,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary; tiny/package glue
file,src/elspeth/core/landscape/_database_ops.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,114,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/_helpers.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,17,,,chunk:S-CORE-LANDSCAPE; boundary/audit/config vocabulary
file,src/elspeth/core/landscape/auth_audit_repository.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,150,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/data_flow_repository.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,1759,,,chunk:S-CORE-LANDSCAPE; high-risk role/name; large-file>=1000loc; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/database.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,819,,,chunk:S-CORE-LANDSCAPE; high-risk role/name; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/landscape/errors.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,37,,,chunk:S-CORE-LANDSCAPE; boundary/audit/config vocabulary
file,src/elspeth/core/landscape/execution_repository.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,1766,,,chunk:S-CORE-LANDSCAPE; high-risk role/name; large-file>=1000loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/landscape/exporter.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,695,,,chunk:S-CORE-LANDSCAPE; medium-large-file>=500loc; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/landscape/factory.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,366,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/formatters.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,287,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary; dynamic/exception escape hatch
file,src/elspeth/core/landscape/journal.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,394,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/lineage.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,282,,,chunk:S-CORE-LANDSCAPE; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/model_loaders.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,745,,,chunk:S-CORE-LANDSCAPE; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/query_repository.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,574,,,chunk:S-CORE-LANDSCAPE; high-risk role/name; medium-large-file>=500loc; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/reproducibility.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,206,,,chunk:S-CORE-LANDSCAPE; load-bearing/debt comments; dense boundary/audit/config vocabulary
file,src/elspeth/core/landscape/row_data.py,src/elspeth/core/landscape,S-CORE-LANDSCAPE,elspeth-4b6a1f4dcb,5,P1,150,,,chunk:S-CORE-LANDSCAPE; boundary/audit/config vocabulary
